raw_movie_id,mapped_movie_id
1693,485
151,486
454,487
465,488
2297,489
2688,490
1476,491
3259,492
230,493
1701,494
3528,495
282,496
2023,497
2320,498
1711,499
2429,500
1488,501
3425,502
3173,503
105,504
510,505
2314,506
4,507
1027,508
3155,509
42,510
3500,511
1274,512
3213,513
741,514
3751,515
3178,516
3916,517
3948,518
1233,519
1148,520
1307,521
3510,522
3755,523
3623,524
3298,525
3301,526
3452,527
3826,528
3484,529
1223,530
3160,531
1310,532
1446,533
1669,534
223,535
3253,536
2166,537
1358,538
1584,539
778,540
1060,541
1343,542
300,543
1777,544
3270,545
2302,546
529,547
805,548
428,549
1356,550
367,551
743,552
858,553
1948,554
1282,555
2033,556
2135,557
2657,558
3675,559
2399,560
3189,561
3629,562
1204,563
1927,564
541,565
1234,566
2300,567
3037,568
1302,569
1080,570
1215,571
954,572
1278,573
1294,574
3296,575
277,576
2872,577
926,578
3198,579
1254,580
2000,581
1271,582
3194,583
3358,584
802,585
2863,586
953,587
1269,588
3087,589
3525,590
180,591
3703,592
2080,593
2529,594
3066,595
3723,596
3097,597
1230,598
2040,599
587,600
62,601
2496,602
3359,603
943,604
2948,605
2874,606
915,607
918,608
539,609
592,610
1104,611
1257,612
2041,613
1967,614
1012,615
3247,616
316,617
2662,618
971,619
3086,620
2371,621
2078,622
963,623
2001,624
2174,625
3363,626
7,627
1019,628
2003,629
2137,630
2967,631
3701,632
1220,633
3039,634
1025,635
2393,636
2011,637
596,638
2012,639
1375,640
2161,641
2622,642
2746,643
3928,644
3174,645
3704,646
671,647
1032,648
3591,649
1031,650
2045,651
1042,652
2015,653
3608,654
317,655
1756,656
1020,657
586,658
2111,659
2453,660
2090,661
543,662
2138,663
333,664
2423,665
2046,666
2043,667
2109,668
1676,669
2094,670
329,671
2431,672
1016,673
2133,674
2124,675
2436,676
1633,677
1345,678
344,679
370,680
2054,681
1135,682
2005,683
2047,684
435,685
1371,686
351,687
1125,688
1409,689
2049,690
2093,691
2316,692
2424,693
830,694
1091,695
3153,696
248,697
1377,698
3439,699
153,700
186,701
3812,702
1586,703
2497,704
3688,705
2136,706
2375,707
208,708
3099,709
2378,710
1918,711
765,712
542,713
203,714
1583,715
2826,716
3254,717
3869,718
2530,719
2091,720
3264,721
3388,722
2405,723
1320,724
520,725
1015,726
2072,727
784,728
898,729
899,730
2125,731
3668,732
969,733
2108,734
1286,735
339,736
932,737
1339,738
1376,739
3175,740
1200,741
1374,742
2968,743
924,744
2407,745
1129,746
2009,747
2640,748
2,749
1009,750
1073,751
3466,752
2021,753
2140,754
2193,755
3489,756
2105,757
1654,758
3438,759
916,760
1276,761
2795,762
1256,763
2946,764
116,765
3309,766
1203,767
2077,768
904,769
2096,770
750,771
1252,772
1023,773
3347,774
1292,775
2087,776
2498,777
1831,778
3593,779
275,780
3034,781
3447,782
923,783
1283,784
2693,785
2252,786
764,787
440,788
441,789
249,790
986,791
2710,792
1498,793
481,794
1563,795
342,796
85,797
1887,798
2706,799
3101,800
246,801
2639,802
1546,803
2106,804
708,805
1288,806
3396,807
2883,808
2766,809
3448,810
3129,811
663,812
1753,813
788,814
2539,815
231,816
2598,817
1665,818
216,819
2325,820
88,821
1461,822
2507,823
2335,824
2306,825
2907,826
3146,827
2076,828
3182,829
934,830
999,831
2616,832
3785,833
1303,834
813,835
3897,836
3658,837
3362,838
1331,839
3745,840
10,841
1479,842
517,843
1262,844
3417,845
3479,846
952,847
3070,848
3494,849
2370,850
2414,851
60,852
421,853
1216,854
2528,855
3036,856
3269,857
1587,858
2641,859
2822,860
2243,861
2976,862
3033,863
1982,864
2920,865
2572,866
2694,867
3354,868
1263,869
2731,870
748,871
2707,872
3004,873
3005,874
2605,875
2719,876
2676,877
2882,878
2581,879
2394,880
2485,881
2724,882
2840,883
2841,884
2961,885
2763,886
3798,887
3566,888
3535,889
1487,890
628,891
2391,892
141,893
1608,894
1396,895
1672,896
1883,897
1625,898
500,899
3261,900
3145,901
832,902
1092,903
553,904
2433,905
2273,906
2567,907
2272,908
3646,909
3773,910
1619,911
1805,912
1645,913
2764,914
70,915
1804,916
2387,917
762,918
2389,919
1892,920
257,921
1422,922
1644,923
1783,924
160,925
1702,926
3461,927
2643,928
2555,929
3516,930
2975,931
2722,932
1911,933
2369,934
2828,935
2888,936
2720,937
2856,938
2392,939
2629,940
2713,941
2761,942
2568,943
2805,944
2701,945
1185,946
1614,947
2752,948
1779,949
2549,950
3300,951
3879,952
3594,953
3863,954
3457,955
1069,956
1284,957
942,958
30,959
3713,960
446,961
503,962
1624,963
293,964
1428,965
319,966
247,967
496,968
340,969
1179,970
1748,971
2912,972
2542,973
2010,974
2660,975
3932,976
1206,977
3503,978
2664,979
2288,980
2553,981
3576,982
198,983
1077,984
1301,985
2117,986
2287,987
2527,988
2455,989
2554,990
2661,991
3662,992
2613,993
3700,994
2901,995
76,996
2346,997
3375,998
3827,999
2454,1000
2663,1001
2668,1002
2985,1003
3927,1004
610,1005
2116,1006
2377,1007
3156,1008
3638,1009
2173,1010
2311,1011
2526,1012
2533,1013
2667,1014
3032,1015
3696,1016
164,1017
707,1018
1601,1019
291,1020
1367,1021
3911,1022
2143,1023
1126,1024
2019,1025
1242,1026
3635,1027
3639,1028
2993,1029
3633,1030
1275,1031
2989,1032
2893,1033
1391,1034
1876,1035
466,1036
2807,1037
44,1038
3698,1039
3440,1040
485,1041
405,1042
327,1043
2373,1044
2402,1045
1739,1046
2253,1047
1606,1048
2404,1049
737,1050
1591,1051
3705,1052
2422,1053
839,1054
3889,1055
546,1056
1499,1057
1562,1058
1882,1059
2153,1060
3877,1061
1344,1062
940,1063
158,1064
168,1065
2421,1066
2450,1067
2139,1068
2085,1069
313,1070
1033,1071
2089,1072
616,1073
1064,1074
2141,1075
2142,1076
2123,1077
262,1078
3397,1079
3398,1080
2052,1081
1013,1082
2083,1083
2014,1084
3399,1085
2042,1086
2953,1087
1005,1088
493,1089
532,1090
2248,1091
1956,1092
2348,1093
1960,1094
1094,1095
222,1096
1186,1097
232,1098
2020,1099
2025,1100
2739,1101
3526,1102
302,1103
475,1104
86,1105
2573,1106
2718,1107
2145,1108
261,1109
26,1110
2991,1111
2949,1112
2376,1113
3082,1114
3208,1115
2338,1116
1373,1117
420,1118
1772,1119
3596,1120
2296,1121
1407,1122
1717,1123
3273,1124
2860,1125
2195,1126
1350,1127
2789,1128
2790,1129
1219,1130
1258,1131
2638,1132
2646,1133
2647,1134
2648,1135
2160,1136
1994,1137
1321,1138
2644,1139
1340,1140
2633,1141
3930,1142
842,1143
1327,1144
1334,1145
330,1146
2103,1147
2064,1148
785,1149
3752,1150
2502,1151
3325,1152
1974,1153
2004,1154
2367,1155
2990,1156
1655,1157
2574,1158
2782,1159
879,1160
2649,1161
2653,1162
2836,1163
1468,1164
1694,1165
585,1166
3053,1167
3268,1168
3774,1169
3000,1170
2800,1171
771,1172
2189,1173
1405,1174
1222,1175
1047,1176
2263,1177
1205,1178
1438,1179
849,1180
786,1181
185,1182
1037,1183
3661,1184
798,1185
3835,1186
2122,1187
3355,1188
2265,1189
3210,1190
2134,1191
2150,1192
2416,1193
2794,1194
2413,1195
2792,1196
2478,1197
2163,1198
2374,1199
81,1200
799,1201
3052,1202
1425,1203
3450,1204
312,1205
2671,1206
3120,1207
3243,1208
2249,1209
1689,1210
3258,1211
473,1212
833,1213
818,1214
173,1215
256,1216
1347,1217
3917,1218
3017,1219
1991,1220
3660,1221
1799,1222
429,1223
145,1224
112,1225
1754,1226
678,1227
65,1228
1034,1229
3896,1230
910,1231
196,1232
2419,1233
3708,1234
1249,1235
3556,1236
951,1237
3507,1238
3618,1239
2241,1240
3952,1241
3920,1242
1313,1243
2726,1244
3435,1245
1227,1246
3521,1247
1248,1248
2917,1249
431,1250
2511,1251
3104,1252
521,1253
3741,1254
3763,1255
3338,1256
556,1257
1189,1258
1199,1259
1965,1260
3770,1261
1306,1262
3474,1263
2808,1264
674,1265
2322,1266
11,1267
125,1268
1845,1269
45,1270
187,1271
903,1272
1212,1273
1218,1274
3634,1275
1267,1276
3420,1277
2202,1278
3551,1279
2118,1280
3044,1281
3505,1282
659,1283
911,1284
2176,1285
2973,1286
1958,1287
3740,1288
2148,1289
2259,1290
2409,1291
2410,1292
1388,1293
2411,1294
2149,1295
2642,1296
2119,1297
3707,1298
3424,1299
2352,1300
1663,1301
2144,1302
2915,1303
2301,1304
2245,1305
3361,1306
2132,1307
372,1308
1057,1309
468,1310
175,1311
303,1312
425,1313
2757,1314
2709,1315
3676,1316
157,1317
1920,1318
688,1319
511,1320
2447,1321
1640,1322
3274,1323
491,1324
852,1325
2059,1326
3263,1327
1833,1328
413,1329
1888,1330
445,1331
1713,1332
3,1333
234,1334
518,1335
1541,1336
276,1337
3063,1338
1880,1339
135,1340
673,1341
1021,1342
267,1343
455,1344
609,1345
3287,1346
471,1347
3684,1348
74,1349
2146,1350
64,1351
252,1352
1100,1353
207,1354
118,1355
122,1356
3206,1357
1556,1358
3543,1359
2463,1360
2266,1361
1588,1362
1381,1363
3502,1364
381,1365
450,1366
350,1367
467,1368
378,1369
5,1370
424,1371
804,1372
612,1373
1390,1374
472,1375
432,1376
1463,1377
724,1378
278,1379
315,1380
2053,1381
3248,1382
3056,1383
38,1384
2412,1385
2798,1386
2906,1387
416,1388
3130,1389
694,1390
487,1391
3360,1392
1285,1393
3098,1394
2261,1395
3441,1396
3846,1397
3308,1398
2420,1399
1298,1400
2418,1401
2403,1402
2247,1403
3423,1404
3584,1405
2473,1406
3331,1407
2950,1408
3689,1409
3690,1410
217,1411
2313,1412
1003,1413
236,1414
237,1415
1703,1416
2558,1417
2942,1418
463,1419
2779,1420
2154,1421
2269,1422
3426,1423
3040,1424
499,1425
719,1426
1593,1427
3422,1428
195,1429
540,1430
2875,1431
550,1432
3152,1433
2459,1434
3590,1435
3506,1436
3219,1437
94,1438
3614,1439
3686,1440
605,1441
361,1442
1457,1443
2262,1444
3730,1445
922,1446
930,1447
2066,1448
2186,1449
3364,1450
3683,1451
947,1452
955,1453
1180,1454
905,1455
528,1456
1237,1457
3469,1458
901,1459
1208,1460
1224,1461
2550,1462
846,1463
3548,1464
334,1465
928,1466
906,1467
144,1468
3102,1469
3370,1470
1085,1471
2944,1472
3405,1473
2363,1474
3062,1475
2534,1476
3769,1477
3726,1478
1785,1479
3197,1480
3366,1481
3836,1482
494,1483
2544,1484
3943,1485
1922,1486
1041,1487
1176,1488
1657,1489
3554,1490
3949,1491
957,1492
2936,1493
2922,1494
961,1495
1976,1496
3012,1497
3096,1498
3022,1499
3244,1500
1235,1501
921,1502
3088,1503
2747,1504
1297,1505
1937,1506
3462,1507
1281,1508
933,1509
2208,1510
3349,1511
3640,1512
2065,1513
946,1514
2870,1515
3028,1516
3200,1517
2935,1518
2780,1519
3341,1520
3821,1521
3429,1522
3787,1523
3159,1524
28,1525
3286,1526
2817,1527
3121,1528
1299,1529
3340,1530
154,1531
3111,1532
3727,1533
1231,1534
2206,1535
1086,1536
3167,1537
3271,1538
3760,1539
3844,1540
1680,1541
2071,1542
3203,1543
1130,1544
3230,1545
2344,1546
2926,1547
907,1548
3599,1549
3498,1550
1300,1551
1946,1552
2637,1553
2650,1554
2178,1555
2183,1556
1333,1557
2867,1558
3169,1559
1348,1560
2565,1561
2941,1562
927,1563
3546,1564
1699,1565
3110,1566
3504,1567
3681,1568
3018,1569
949,1570
2674,1571
2612,1572
1272,1573
931,1574
3693,1575
3019,1576
2921,1577
3733,1578
2983,1579
565,1580
1061,1581
1152,1582
3204,1583
3935,1584
1017,1585
3587,1586
2467,1587
1183,1588
2932,1589
1464,1590
1295,1591
2303,1592
1895,1593
2432,1594
837,1595
3712,1596
3597,1597
2796,1598
3387,1599
2379,1600
2471,1601
2380,1602
2383,1603
2382,1604
1835,1605
863,1606
155,1607
2239,1608
824,1609
2682,1610
1172,1611
3091,1612
3649,1613
2474,1614
1251,1615
2732,1616
3467,1617
1949,1618
2969,1619
3788,1620
3871,1621
948,1622
1078,1623
2238,1624
3473,1625
3365,1626
945,1627
3061,1628
3549,1629
1081,1630
3725,1631
1760,1632
2088,1633
965,1634
1264,1635
2575,1636
123,1637
1964,1638
1419,1639
2611,1640
3060,1641
3320,1642
3567,1643
3831,1644
3852,1645
3512,1646
2708,1647
2919,1648
803,1649
2331,1650
2171,1651
2385,1652
1162,1653
2250,1654
233,1655
3697,1656
172,1657
1963,1658
2155,1659
178,1660
1875,1661
1395,1662
449,1663
1827,1664
3196,1665
2972,1666
1616,1667
2815,1668
1603,1669
1480,1670
3706,1671
2540,1672
2334,1673
507,1674
3480,1675
1147,1676
3142,1677
2774,1678
3864,1679
1977,1680
490,1681
46,1682
691,1683
1353,1684
1894,1685
779,1686
92,1687
2677,1688
1620,1689
13,1690
2027,1691
2772,1692
3157,1693
2524,1694
2430,1695
3412,1696
258,1697
2537,1698
2748,1699
897,1700
976,1701
3406,1702
2669,1703
3628,1704
3643,1705
3519,1706
2816,1707
1658,1708
2546,1709
2520,1710
66,1711
2034,1712
3937,1713
379,1714
2986,1715
1590,1716
3758,1717
2408,1718
2456,1719
880,1720
3802,1721
1924,1722
3780,1723
2681,1724
3555,1725
1518,1726
3807,1727
3011,1728
1952,1729
107,1730
2460,1731
2461,1732
2462,1733
891,1734
1983,1735
1984,1736
1985,1737
1986,1738
2107,1739
2846,1740
2110,1741
3251,1742
3612,1743
3771,1744
2097,1745
3284,1746
1600,1747
2491,1748
3540,1749
2168,1750
1782,1751
3874,1752
900,1753
1398,1754
1571,1755
289,1756
937,1757
469,1758
35,1759
2443,1760
2292,1761
140,1762
1821,1763
2426,1764
447,1765
1666,1766
2468,1767
3436,1768
566,1769
2884,1770
697,1771
2415,1772
1632,1773
909,1774
1226,1775
3814,1776
3873,1777
1914,1778
205,1779
2738,1780
2492,1781
492,1782
371,1783
1414,1784
1677,1785
1083,1786
3076,1787
3045,1788
633,1789
2205,1790
1014,1791
218,1792
305,1793
1018,1794
1453,1795
2037,1796
287,1797
753,1798
2829,1799
2339,1800
2417,1801
489,1802
2356,1803
2849,1804
355,1805
3939,1806
366,1807
1969,1808
1970,1809
1971,1810
1972,1811
1973,1812
1975,1813
1978,1814
1979,1815
1980,1816
1981,1817
847,1818
1102,1819
2523,1820
3677,1821
3280,1822
2152,1823
3615,1824
336,1825
453,1826
1797,1827
835,1828
280,1829
534,1830
486,1831
1459,1832
991,1833
2857,1834
3483,1835
239,1836
346,1837
1010,1838
3477,1839
410,1840
1931,1841
1944,1842
599,1843
2401,1844
996,1845
3404,1846
170,1847
376,1848
423,1849
1762,1850
360,1851
1752,1852
2532,1853
533,1854
836,1855
15,1856
2965,1857
54,1858
575,1859
2050,1860
1011,1861
1359,1862
513,1863
2016,1864
514,1865
516,1866
829,1867
19,1868
374,1869
1526,1870
1602,1871
419,1872
1474,1873
2531,1874
2827,1875
3926,1876
159,1877
1054,1878
89,1879
23,1880
2007,1881
3390,1882
3509,1883
3616,1884
3861,1885
1337,1886
3617,1887
3553,1888
2500,1889
93,1890
886,1891
3179,1892
3285,1893
2038,1894
2606,1895
1623,1896
3342,1897
1184,1898
561,1899
482,1900
2349,1901
190,1902
1648,1903
22,1904
1352,1905
2956,1906
3557,1907
1686,1908
1769,1909
100,1910
18,1911
436,1912
3764,1913
1483,1914
2851,1915
415,1916
427,1917
1861,1918
2315,1919
519,1920
3464,1921
718,1922
2232,1923
611,1924
3326,1925
950,1926
1950,1927
1627,1928
242,1929
3605,1930
735,1931
2781,1932
382,1933
3550,1934
2787,1935
2793,1936
2517,1937
2120,1938
2328,1939
177,1940
1342,1941
188,1942
3918,1943
3919,1944
126,1945
1848,1946
2162,1947
3393,1948
3092,1949
3307,1950
1280,1951
1913,1952
1305,1953
456,1954
2750,1955
326,1956
322,1957
290,1958
3078,1959
3747,1960
307,1961
766,1962
3067,1963
1211,1964
2114,1965
281,1966
3571,1967
1051,1968
448,1969
571,1970
341,1971
617,1972
1365,1973
2112,1974
358,1975
2165,1976
1611,1977
365,1978
522,1979
580,1980
1190,1981
1816,1982
3620,1983
1177,1984
259,1985
1173,1986
1290,1987
3478,1988
148,1989
268,1990
309,1991
893,1992
55,1993
2264,1994
1522,1995
193,1996
1417,1997
184,1998
1726,1999
1609,2000
3437,2001
3217,2002
3049,2003
2788,2004
3672,2005
2786,2006
2310,2007
3794,2008
3820,2009
3797,2010
1228,2011
3694,2012
3328,2013
2365,2014
1311,2015
2744,2016
2184,2017
392,2018
695,2019
2057,2020
2891,2021
2364,2022
3923,2023
2615,2024
3024,2025
1862,2026
3663,2027
3664,2028
3816,2029
3134,2030
3808,2031
615,2032
3742,2033
3811,2034
978,2035
3089,2036
3201,2037
3350,2038
3910,2039
2147,2040
314,2041
2670,2042
3185,2043
3414,2044
3545,2045
1951,2046
3224,2047
3655,2048
1066,2049
959,2050
1935,2051
1241,2052
1421,2053
1731,2054
113,2055
2583,2056
3316,2057
3784,2058
3511,2059
3882,2060
3238,2061
3564,2062
3743,2063
3190,2064
3908,2065
3317,2066
82,2067
2341,2068
2435,2069
1450,2070
1401,2071
1050,2072
3518,2073
78,2074
848,2075
254,2076
3103,2077
1432,2078
451,2079
806,2080
1366,2081
1477,2082
630,2083
1629,2084
1727,2085
782,2086
132,2087
3841,2088
79,2089
418,2090
1363,2091
182,2092
437,2093
640,2094
664,2095
279,2096
2069,2097
3109,2098
2290,2099
2755,2100
1934,2101
974,2102
1099,2103
2212,2104
929,2105
2940,2106
3929,2107
960,2108
1938,2109
956,2110
225,2111
3613,2112
2457,2113
2472,2114
2130,2115
3529,2116
3724,2117
2819,2118
3738,2119
1082,2120
1161,2121
3015,2122
3729,2123
3430,2124
2177,2125
3789,2126
3330,2127
1209,2128
2729,2129
2820,2130
2079,2131
3602,2132
2939,2133
2505,2134
1707,2135
2678,2136
3115,2137
2672,2138
2596,2139
166,2140
3007,2141
2913,2142
1416,2143
2803,2144
9,2145
637,2146
1919,2147
973,2148
2929,2149
1939,2150
1926,2151
3112,2152
3069,2153
2690,2154
1904,2155
40,2156
2439,2157
2434,2158
2979,2159
2995,2160
43,2161
3124,2162
1187,2163
240,2164
8,2165
464,2166
1858,2167
2625,2168
1004,2169
692,2170
704,2171
990,2172
2170,2173
2196,2174
2879,2175
2448,2176
3444,2177
3767,2178
3768,2179
2357,2180
869,2181
634,2182
3054,2183
502,2184
2899,2185
801,2186
362,2187
577,2188
1551,2189
709,2190
711,2191
885,2192
2092,2193
3400,2194
238,2195
1582,2196
87,2197
558,2198
631,2199
1489,2200
2354,2201
181,2202
2559,2203
146,2204
169,2205
1592,2206
700,2207
1460,2208
1495,2209
2036,2210
3710,2211
536,2212
3898,2213
3946,2214
3783,2215
1131,2216
2771,2217
2971,2218
3606,2219
1024,2220
568,2221
1871,2222
84,2223
156,2224
72,2225
298,2226
2499,2227
3282,2228
417,2229
2024,2230
2873,2231
69,2232
1260,2233
1178,2234
2924,2235
3093,2236
2519,2237
2861,2238
941,2239
3859,2240
3324,2241
3299,2242
3825,2243
3914,2244
754,2245
3118,2246
583,2247
826,2248
2157,2249
390,2250
438,2251
3384,2252
1112,2253
2347,2254
2927,2255
477,2256
373,2257
2190,2258
1437,2259
294,2260
3141,2261
993,2262
2880,2263
2582,2264
2060,2265
2279,2266
12,2267
63,2268
2073,2269
1238,2270
3454,2271
2978,2272
2169,2273
3515,2274
3225,2275
3895,2276
3824,2277
2102,2278
2876,2279
2048,2280
3776,2281
2566,2282
2084,2283
3453,2284
2714,2285
1605,2286
1881,2287
1595,2288
1750,2289
810,2290
1599,2291
2476,2292
204,2293
667,2294
1681,2295
2818,2296
3933,2297
1349,2298
3837,2299
1542,2300
1507,2301
1596,2302
936,2303
2210,2304
944,2305
1929,2306
2904,2307
2203,2308
2204,2309
2937,2310
3870,2311
1940,2312
1936,2313
3736,2314
1824,2315
2938,2316
3901,2317
2535,2318
71,2319
3936,2320
3872,2321
1755,2322
3357,2323
3915,2324
3177,2325
3580,2326
3754,2327
851,2328
3791,2329
2877,2330
2285,2331
998,2332
1515,2333
3029,2334
1167,2335
1661,2336
1942,2337
2181,2338
1925,2339
3913,2340
3938,2341
3925,2342
2098,2343
2280,2344
2231,2345
1860,2346
1325,2347
2182,2348
3327,2349
3883,2350
2099,2351
1995,2352
3537,2353
3921,2354
3403,2355
2104,2356
3138,2357
3491,2358
2736,2359
324,2360
251,2361
2645,2362
3013,2363
1128,2364
2634,2365
328,2366
332,2367
407,2368
2026,2369
2525,2370
1999,2371
2451,2372
2121,2373
273,2374
1987,2375
3840,2376
2327,2377
1988,2378
1329,2379
1992,2380
2652,2381
3843,2382
1993,2383
1326,2384
2113,2385
606,2386
1996,2387
2368,2388
2515,2389
3941,2390
3942,2391
1322,2392
2878,2393
1328,2394
2635,2395
3659,2396
2665,2397
3806,2398
892,2399
3538,2400
241,2401
742,2402
3934,2403
3304,2404
2928,2405
101,2406
3001,2407
2745,2408
3389,2409
2741,2410
1841,2411
2267,2412
3211,2413
3849,2414
3792,2415
458,2416
2381,2417
2260,2418
3465,2419
1389,2420
3766,2421
2551,2422
2242,2423
1807,2424
875,2425
603,2426
3014,2427
20,2428
2866,2429
2518,2430
1355,2431
3497,2432
2749,2433
1890,2434
387,2435
687,2436
544,2437
2343,2438
3125,2439
171,2440
1879,2441
1063,2442
1415,2443
3150,2444
3822,2445
3795,2446
3865,2447
715,2448
2284,2449
2561,2450
1889,2451
3857,2452
2769,2453
3720,2454
3756,2455
3073,2456
3132,2457
3154,2458
3311,2459
1439,2460
384,2461
1053,2462
1404,2463
1472,2464
1662,2465
1647,2466
1855,2467
2458,2468
2654,2469
1900,2470
3746,2471
2697,2472
2696,2473
211,2474
97,2475
535,2476
2609,2477
147,2478
781,2479
645,2480
406,2481
665,2482
2925,2483
574,2484
306,2485
649,2486
1354,2487
1543,2488
627,2489
3416,2490
1859,2491
117,2492
3819,2493
668,2494
2361,2495
129,2496
3064,2497
3579,2498
1670,2499
512,2500
548,2501
3719,2502
3884,2503
1780,2504
3813,2505
549,2506
3094,2507
1454,2508
3392,2509
3395,2510
793,2511
1111,2512
1289,2513
1856,2514
1932,2515
2998,2516
213,2517
2360,2518
2495,2519
3679,2520
206,2521
3539,2522
3627,2523
1941,2524
3801,2525
2570,2526
3834,2527
3135,2528
3371,2529
3855,2530
2801,2531
2862,2532
3853,2533
935,2534
3292,2535
1194,2536
1667,2537
760,2538
227,2539
3432,2540
3431,2541
2626,2542
426,2543
338,2544
1445,2545
3585,2546
1008,2547
2086,2548
2240,2549
3214,2550
3394,2551
3385,2552
3433,2553
2494,2554
808,2555
408,2556
460,2557
870,2558
3434,2559
3903,2560
3718,2561
308,2562
787,2563
1516,2564
2621,2565
2812,2566
320,2567
3055,2568
2859,2569
1202,2570
3272,2571
363,2572
1910,2573
1123,2574
3906,2575
3858,2576
2594,2577
3117,2578
391,2579
1055,2580
2730,2581
3275,2582
3625,2583
3192,2584
3077,2585
759,2586
2482,2587
68,2588
1502,2589
638,2590
179,2591
1564,2592
1767,2593
3302,2594
3581,2595
3860,2596
1539,2597
2962,2598
987,2599
1236,2600
1896,2601
1612,2602
3749,2603
3823,2604
